row_index,column,csv_value,resolved_path,exists
211,red,Vineyard/Multispectral Images\leaf094d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d2_3.tif,True
211,nir,Vineyard/Multispectral Images\leaf094d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d2_4.tif,True
211,red_edge,Vineyard/Multispectral Images\leaf094d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d2_5.tif,True
213,blue,Vineyard/Multispectral Images\leaf096d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf096d2_1.tif,True
213,green,Vineyard/Multispectral Images\leaf096d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf096d2_2.tif,True
213,red,Vineyard/Multispectral Images\leaf096d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf096d2_3.tif,True
213,nir,Vineyard/Multispectral Images\leaf096d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf096d2_4.tif,True
213,red_edge,Vineyard/Multispectral Images\leaf096d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf096d2_5.tif,True
221,blue,Vineyard/Multispectral Images\leaf002d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d3_1.tif,True
221,green,Vineyard/Multispectral Images\leaf002d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d3_2.tif,True
221,red,Vineyard/Multispectral Images\leaf002d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d3_3.tif,True
221,nir,Vineyard/Multispectral Images\leaf002d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d3_4.tif,True
221,red_edge,Vineyard/Multispectral Images\leaf002d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d3_5.tif,True
225,blue,Vineyard/Multispectral Images\leaf008d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d3_1.tif,True
225,green,Vineyard/Multispectral Images\leaf008d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d3_2.tif,True
225,red,Vineyard/Multispectral Images\leaf008d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d3_3.tif,True
225,nir,Vineyard/Multispectral Images\leaf008d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d3_4.tif,True
225,red_edge,Vineyard/Multispectral Images\leaf008d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d3_5.tif,True
231,blue,Vineyard/Multispectral Images\leaf015d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf015d3_1.tif,True
231,green,Vineyard/Multispectral Images\leaf015d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf015d3_2.tif,True
231,red,Vineyard/Multispectral Images\leaf015d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf015d3_3.tif,True
231,nir,Vineyard/Multispectral Images\leaf015d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf015d3_4.tif,True
231,red_edge,Vineyard/Multispectral Images\leaf015d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf015d3_5.tif,True
245,blue,Vineyard/Multispectral Images\leaf033d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d3_1.tif,True
245,green,Vineyard/Multispectral Images\leaf033d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d3_2.tif,True
245,red,Vineyard/Multispectral Images\leaf033d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d3_3.tif,True
245,nir,Vineyard/Multispectral Images\leaf033d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d3_4.tif,True
245,red_edge,Vineyard/Multispectral Images\leaf033d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d3_5.tif,True
253,blue,Vineyard/Multispectral Images\leaf048d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d3_1.tif,True
253,green,Vineyard/Multispectral Images\leaf048d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d3_2.tif,True
253,red,Vineyard/Multispectral Images\leaf048d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d3_3.tif,True
253,nir,Vineyard/Multispectral Images\leaf048d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d3_4.tif,True
253,red_edge,Vineyard/Multispectral Images\leaf048d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d3_5.tif,True
255,blue,Vineyard/Multispectral Images\leaf051d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf051d3_1.tif,True
255,green,Vineyard/Multispectral Images\leaf051d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf051d3_2.tif,True
255,red,Vineyard/Multispectral Images\leaf051d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf051d3_3.tif,True
255,nir,Vineyard/Multispectral Images\leaf051d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf051d3_4.tif,True
255,red_edge,Vineyard/Multispectral Images\leaf051d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf051d3_5.tif,True
257,blue,Vineyard/Multispectral Images\leaf053d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf053d3_1.tif,True
257,green,Vineyard/Multispectral Images\leaf053d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf053d3_2.tif,True
257,red,Vineyard/Multispectral Images\leaf053d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf053d3_3.tif,True
257,nir,Vineyard/Multispectral Images\leaf053d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf053d3_4.tif,True
257,red_edge,Vineyard/Multispectral Images\leaf053d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf053d3_5.tif,True
258,blue,Vineyard/Multispectral Images\leaf054d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d3_1.tif,True
258,green,Vineyard/Multispectral Images\leaf054d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d3_2.tif,True
258,red,Vineyard/Multispectral Images\leaf054d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d3_3.tif,True
258,nir,Vineyard/Multispectral Images\leaf054d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d3_4.tif,True
258,red_edge,Vineyard/Multispectral Images\leaf054d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d3_5.tif,True
267,blue,Vineyard/Multispectral Images\leaf063d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf063d3_1.tif,True
267,green,Vineyard/Multispectral Images\leaf063d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf063d3_2.tif,True
267,red,Vineyard/Multispectral Images\leaf063d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf063d3_3.tif,True
267,nir,Vineyard/Multispectral Images\leaf063d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf063d3_4.tif,True
267,red_edge,Vineyard/Multispectral Images\leaf063d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf063d3_5.tif,True
269,blue,Vineyard/Multispectral Images\leaf067d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d3_1.tif,True
269,green,Vineyard/Multispectral Images\leaf067d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d3_2.tif,True
269,red,Vineyard/Multispectral Images\leaf067d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d3_3.tif,True
269,nir,Vineyard/Multispectral Images\leaf067d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d3_4.tif,True
269,red_edge,Vineyard/Multispectral Images\leaf067d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d3_5.tif,True
271,blue,Vineyard/Multispectral Images\leaf070d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf070d3_1.tif,True
271,green,Vineyard/Multispectral Images\leaf070d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf070d3_2.tif,True
271,red,Vineyard/Multispectral Images\leaf070d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf070d3_3.tif,True
271,nir,Vineyard/Multispectral Images\leaf070d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf070d3_4.tif,True
271,red_edge,Vineyard/Multispectral Images\leaf070d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf070d3_5.tif,True
272,blue,Vineyard/Multispectral Images\leaf072d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf072d3_1.tif,True
272,green,Vineyard/Multispectral Images\leaf072d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf072d3_2.tif,True
272,red,Vineyard/Multispectral Images\leaf072d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf072d3_3.tif,True
272,nir,Vineyard/Multispectral Images\leaf072d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf072d3_4.tif,True
272,red_edge,Vineyard/Multispectral Images\leaf072d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf072d3_5.tif,True
274,blue,Vineyard/Multispectral Images\leaf074d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d3_1.tif,True
274,green,Vineyard/Multispectral Images\leaf074d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d3_2.tif,True
274,red,Vineyard/Multispectral Images\leaf074d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d3_3.tif,True
274,nir,Vineyard/Multispectral Images\leaf074d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d3_4.tif,True
274,red_edge,Vineyard/Multispectral Images\leaf074d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d3_5.tif,True
282,blue,Vineyard/Multispectral Images\leaf091d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf091d3_1.tif,True
282,green,Vineyard/Multispectral Images\leaf091d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf091d3_2.tif,True
282,red,Vineyard/Multispectral Images\leaf091d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf091d3_3.tif,True
282,nir,Vineyard/Multispectral Images\leaf091d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf091d3_4.tif,True
282,red_edge,Vineyard/Multispectral Images\leaf091d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf091d3_5.tif,True
283,blue,Vineyard/Multispectral Images\leaf092d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d3_1.tif,True
283,green,Vineyard/Multispectral Images\leaf092d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d3_2.tif,True
283,red,Vineyard/Multispectral Images\leaf092d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d3_3.tif,True
283,nir,Vineyard/Multispectral Images\leaf092d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d3_4.tif,True
283,red_edge,Vineyard/Multispectral Images\leaf092d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d3_5.tif,True
284,blue,Vineyard/Multispectral Images\leaf094d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d3_1.tif,True
284,green,Vineyard/Multispectral Images\leaf094d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d3_2.tif,True
284,red,Vineyard/Multispectral Images\leaf094d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d3_3.tif,True
284,nir,Vineyard/Multispectral Images\leaf094d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d3_4.tif,True
284,red_edge,Vineyard/Multispectral Images\leaf094d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d3_5.tif,True
285,blue,Vineyard/Multispectral Images\leaf095d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf095d3_1.tif,True
285,green,Vineyard/Multispectral Images\leaf095d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf095d3_2.tif,True
285,red,Vineyard/Multispectral Images\leaf095d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf095d3_3.tif,True
285,nir,Vineyard/Multispectral Images\leaf095d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf095d3_4.tif,True
285,red_edge,Vineyard/Multispectral Images\leaf095d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf095d3_5.tif,True
288,blue,Vineyard/Multispectral Images\leaf098d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf098d3_1.tif,True
288,green,Vineyard/Multispectral Images\leaf098d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf098d3_2.tif,True
288,red,Vineyard/Multispectral Images\leaf098d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf098d3_3.tif,True
288,nir,Vineyard/Multispectral Images\leaf098d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf098d3_4.tif,True
288,red_edge,Vineyard/Multispectral Images\leaf098d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf098d3_5.tif,True
291,blue,Vineyard/Multispectral Images\leaf102d3_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d3_1.tif,True
291,green,Vineyard/Multispectral Images\leaf102d3_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d3_2.tif,True
291,red,Vineyard/Multispectral Images\leaf102d3_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d3_3.tif,True
291,nir,Vineyard/Multispectral Images\leaf102d3_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d3_4.tif,True
291,red_edge,Vineyard/Multispectral Images\leaf102d3_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d3_5.tif,True
294,blue,Vineyard/Multispectral Images\leaf002d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d4_1.tif,True
294,green,Vineyard/Multispectral Images\leaf002d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d4_2.tif,True
294,red,Vineyard/Multispectral Images\leaf002d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d4_3.tif,True
294,nir,Vineyard/Multispectral Images\leaf002d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d4_4.tif,True
294,red_edge,Vineyard/Multispectral Images\leaf002d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf002d4_5.tif,True
298,blue,Vineyard/Multispectral Images\leaf008d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d4_1.tif,True
298,green,Vineyard/Multispectral Images\leaf008d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d4_2.tif,True
298,red,Vineyard/Multispectral Images\leaf008d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d4_3.tif,True
298,nir,Vineyard/Multispectral Images\leaf008d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d4_4.tif,True
298,red_edge,Vineyard/Multispectral Images\leaf008d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d4_5.tif,True
311,blue,Vineyard/Multispectral Images\leaf025d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf025d4_1.tif,True
311,green,Vineyard/Multispectral Images\leaf025d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf025d4_2.tif,True
311,red,Vineyard/Multispectral Images\leaf025d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf025d4_3.tif,True
311,nir,Vineyard/Multispectral Images\leaf025d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf025d4_4.tif,True
311,red_edge,Vineyard/Multispectral Images\leaf025d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf025d4_5.tif,True
327,blue,Vineyard/Multispectral Images\leaf050d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d4_1.tif,True
327,green,Vineyard/Multispectral Images\leaf050d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d4_2.tif,True
327,red,Vineyard/Multispectral Images\leaf050d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d4_3.tif,True
327,nir,Vineyard/Multispectral Images\leaf050d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d4_4.tif,True
327,red_edge,Vineyard/Multispectral Images\leaf050d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d4_5.tif,True
332,blue,Vineyard/Multispectral Images\leaf055d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf055d4_1.tif,True
332,green,Vineyard/Multispectral Images\leaf055d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf055d4_2.tif,True
332,red,Vineyard/Multispectral Images\leaf055d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf055d4_3.tif,True
332,nir,Vineyard/Multispectral Images\leaf055d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf055d4_4.tif,True
332,red_edge,Vineyard/Multispectral Images\leaf055d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf055d4_5.tif,True
339,blue,Vineyard/Multispectral Images\leaf062d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d4_1.tif,True
339,green,Vineyard/Multispectral Images\leaf062d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d4_2.tif,True
339,red,Vineyard/Multispectral Images\leaf062d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d4_3.tif,True
339,nir,Vineyard/Multispectral Images\leaf062d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d4_4.tif,True
339,red_edge,Vineyard/Multispectral Images\leaf062d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d4_5.tif,True
356,blue,Vineyard/Multispectral Images\leaf092d4_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d4_1.tif,True
356,green,Vineyard/Multispectral Images\leaf092d4_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d4_2.tif,True
356,red,Vineyard/Multispectral Images\leaf092d4_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d4_3.tif,True
356,nir,Vineyard/Multispectral Images\leaf092d4_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d4_4.tif,True
356,red_edge,Vineyard/Multispectral Images\leaf092d4_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d4_5.tif,True
